Location,Name,ID,,Health,,Phys Def | Dmg Neg,,Strike Def | Dmg Neg,,Slash Def | Dmg Neg,,Pierce Def | Dmg Neg,,Magic Def | Dmg Neg,,Fire Def | Dmg Neg,,Ltng Def | Dmg Neg,,Holy Def | Dmg Neg,,,Poison Resist,Rot Resist,Bleed Resist,Frost Resist,Sleep Resist,Madness Resist,Death Resist,,Bleed Dmg Taken,Frost Dmg Taken,Sleep Dmg Taken,Madness Dmg Taken,,Poise,,Part 1 Dmg Mult,Part 2 Dmg Mult,Part 3 Dmg Mult,Part 4 Dmg Mult,Part 5 Dmg Mult,Part 6 Dmg Mult,Part 7 Dmg Mult,Part 8 Dmg Mult,"""Weak Parts"" Dmg Mult"
"Liurnia of the Lakes - Boilprawn Shack, Fallen Ruins of the Lake",Blackguard,523310020,,3122,,107,0,107,0,107,0,107,0,107,0,107,0,107,-25,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Abductor Virgin (Wheel),44701021,,3213,,107,10,107,0,107,10,107,10,107,0,107,20,107,-20,107,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,2
Liurnia of the Lakes - Caria Manor,Albinauric Lookout,36701021,,367,,107,-10,107,-10,107,-10,107,-10,107,20,107,-20,107,-20,107,-40,,Immune,176,176,176,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Albinauric Lookout,36701121,,367,,107,-10,107,-10,107,-10,107,-10,107,20,107,-20,107,-20,107,-40,,Immune,176,176,176,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Albinauric Lookout,36709020,,716,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,-40,,Immune,176,176,176,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Albinauric Lookout,36709920,,367,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,-40,,Immune,176,176,176,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Armored Troll Knight,46018021,,4307,,107,0,107,0,107,-10,107,0,107,20,107,0,107,0,107,0,,235,235,235,324,42,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1
Liurnia of the Lakes - Caria Manor,Cerulean Teardrop Scarab,41911010,,175,,101,10,101,10,101,35,101,35,101,40,101,40,101,40,101,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Direwolf,31800021,,1753,,107,0,107,0,107,-10,107,0,107,0,107,-20,107,0,107,0,,235,235,324,530,Immune,Immune,Immune,,1,1,1,1,,50,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Ghost,500000020,,1939,,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Giant Crab (Clean),22740021,,808,,107,35,107,0,107,35,107,35,107,20,107,20,107,20,107,-40,,Immune,324,324,176,176,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407021,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407121,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407221,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407321,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407421,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407521,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407621,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407721,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42407821,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42408021,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42408121,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42408221,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42408321,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42408421,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42408521,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Large Fingercreeper,42408821,,1692,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Living Pot,44910021,,339,,107,10,107,-40,107,35,107,35,107,0,107,20,107,20,107,20,,Immune,Immune,Immune,Immune,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Living Pot (Large),44907021,,1017,,107,10,107,-40,107,35,107,35,107,0,107,20,107,20,107,20,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Living Pot (Large),44907121,,1017,,107,10,107,-40,107,35,107,35,107,0,107,20,107,20,107,20,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Living Pot (Large),44907221,,1017,,107,10,107,-40,107,35,107,35,107,0,107,20,107,20,107,20,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Noble's Page,37030021,,799,,107,0,107,10,107,0,107,0,107,0,107,0,107,0,107,0,,176,176,235,235,235,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Scholar,37022021,,605,,107,-10,107,0,107,-10,107,-10,107,40,107,20,107,20,107,0,,176,176,176,176,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Soldier,43120021,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Soldier,43120321,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Soldier,43121021,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Soldier,43121321,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Soldier,43121820,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Soldier,43122021,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Raya Lucaria Soldier,43123021,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Royal Knight Loretta [Boss],32520921,,4214,,107,10,107,10,107,10,107,10,107,40,107,40,107,0,107,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Skeleton (Curved Sword),35000020,,335,,107,0,107,-40,107,10,107,35,107,0,107,20,107,40,107,-40,,Immune,235,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,0,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Skeleton (Curved Sword),35002020,,335,,107,0,107,-40,107,10,107,35,107,0,107,20,107,40,107,-40,,Immune,235,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,0,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Small Fingercreeper,42500021,,237,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,176,235,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Stone Teardrop Scarab,41913020,,348,,107,10,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Wandering Noble,43001021,,192,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,132,132,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Wandering Noble,43002021,,192,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,132,132,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Caria Manor,Wandering Noble,43005020,,192,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,132,132,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Church of Irith,Sorcerer Thops,523330020,,3122,,107,0,107,0,107,0,107,0,107,0,107,0,107,-25,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Church of Vows,Basin of Atonement,503300020,,1939,,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Church of Vows,Bell Bearing Hunter [Boss],31000020,,4050,,110,35,110,35,110,35,110,10,110,40,110,40,110,20,110,40,,329,329,539,539,329,Immune,Immune,,0.7,0.7,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Church of Vows,"Miriel, Pastor of Vows",60910020,,37818,,100,35,100,0,100,35,100,0,100,-40,100,-100,100,-40,100,-40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,2,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Church of Vows,Undead Mariner,30601020,,1389,,107,0,107,-40,107,10,107,35,107,0,107,20,107,40,107,-40,,Immune,235,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,55,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Converted Tower,Albinauric,34702120,,382,,107,-10,107,10,107,-10,107,-10,107,0,107,20,107,-20,107,-40,,Immune,324,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Converted Tower,Albinauric,34715120,,879,,107,-10,107,10,107,-10,107,-10,107,0,107,20,107,-20,107,-40,,Immune,324,176,176,176,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Converted Tower,Miranda Sprout,44810220,,269,,107,-10,107,10,107,-40,107,-10,107,40,107,0,107,0,107,20,,1140,530,530,132,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Converted Tower,Stone Teardrop Scarab,41915020,,348,,107,10,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Crystalline Woods, Path to the Four Belfries",Revenant (Horseback),40001020,,566,,107,0,107,0,107,-10,107,0,107,0,107,0,107,0,107,40,,324,324,324,324,Immune,Immune,Immune,,1,1,1,1,,55,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Cuckoo's Evergaol, West of Meeting Place",Bat Harpy,42017420,,1114,,107,-10,107,-10,107,-40,107,-10,107,0,107,0,107,0,107,0,,235,235,235,235,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Cuckoo's Evergaol, West of Meeting Place","Bols, Carian Knight [Boss]",46010920,,5109,,110,0,110,0,110,-10,110,0,110,20,110,0,110,0,110,0,,239,239,239,329,42,Immune,Immune,,0.7,0.7,1,1,,65,,1,1,1,1,1,1,1,1,1
"Liurnia of the Lakes - Cuckoo's Evergaol, West of Meeting Place",Lookout Stone,44300020,,394,,107,35,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,2
"Liurnia of the Lakes - Cuckoo's Evergaol, West of Meeting Place",Stone Teardrop Scarab,41915220,,92,,107,10,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Eastern Tableland Northeast Cliffside,Gull,60700020,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Eastern Tableland, Ainsel River Well",Commoner (Sword),36600020,,237,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,132,132,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Eastern Tableland, Ainsel River Well",Flamethrower Tank,44607120,,992,,107,10,107,0,107,10,107,10,107,20,107,40,107,20,107,20,,530,530,324,530,235,Immune,Immune,,1,1,1,1,,80,,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1
"Liurnia of the Lakes - Eastern Tableland, Ainsel River Well",Golem,46606020,,11864,,107,10,107,0,107,10,107,10,107,20,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,2.5
"Liurnia of the Lakes - Far West Gate Town, North Rose Church",Dragon-faced Flamethrower,81100020,,999,,107,35,107,10,107,35,107,35,107,40,107,40,107,40,107,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Far West Gate Town, North Rose Church",Flamethrower Tank,44607020,,992,,107,10,107,0,107,10,107,10,107,20,107,40,107,20,107,20,,530,530,324,530,235,Immune,Immune,,1,1,1,1,,80,,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1
"Liurnia of the Lakes - Far West Gate Town, North Rose Church",Raya Lucaria Foot Soldier,43721820,,333,,107,0,107,0,107,0,107,-10,107,20,107,0,107,-20,107,0,,132,132,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Far West Gate Town, North Rose Church",Raya Lucaria Soldier,43120320,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,176,176,235,235,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Far West Gate Town, North Rose Church",Sanguine Noble,35500020,,1318,,107,0,107,0,107,-10,107,0,107,20,107,40,107,20,107,20,,235,235,176,235,324,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Far West Gate Town, North Rose Church",White Mask Varré,523010020,,3122,,107,0,107,0,107,0,107,0,107,0,107,0,107,-25,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Folly on the Lake, South Rose Church",Albinauric,34703020,,382,,107,-10,107,10,107,-10,107,-10,107,0,107,20,107,-20,107,-40,,Immune,324,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Folly on the Lake, South Rose Church",Giant Lobster,44200120,,1985,,107,10,107,0,107,35,107,10,107,20,107,20,107,20,107,20,,324,324,324,176,176,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,4
"Liurnia of the Lakes - Folly on the Lake, South Rose Church",Grafted Scion,46900020,,2596,,107,0,107,0,107,-10,107,0,107,20,107,20,107,20,107,20,,324,324,235,235,235,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Foot of the Four Belfries,Armored Troll Knight,46010120,,4307,,107,0,107,0,107,-10,107,0,107,20,107,0,107,0,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Foot of the Four Belfries,Giant Lobster,44200020,,1985,,107,10,107,0,107,35,107,10,107,20,107,20,107,20,107,20,,324,324,324,176,176,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,4
Liurnia of the Lakes - Foot of the Four Belfries,Giant Lobster,44201020,,1985,,107,10,107,0,107,35,107,10,107,20,107,20,107,20,107,20,,324,324,324,176,176,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,4
Liurnia of the Lakes - Foot of the Four Belfries,Jellyfish,41800120,,505,,107,0,107,35,107,0,107,0,107,20,107,20,107,-20,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Bridge,Bear,60310020,,681,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Bridge,Lightseeker Hyetta,523100120,,3122,,107,0,107,0,107,0,107,0,107,0,107,0,107,-25,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Northwest,Death Rite Bird [Boss],49801020,,6577,,110,10,110,-40,110,10,110,35,110,20,110,20,110,40,110,-40,,Immune,539,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Northwest,Skeleton (Curved Sword),35004020,,335,,107,0,107,-40,107,10,107,35,107,0,107,20,107,40,107,-40,,Immune,235,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,35,,0,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Northwest,Undead Mariner,30600020,,1520,,107,0,107,-40,107,10,107,35,107,0,107,20,107,40,107,-40,,Immune,235,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,55,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Southeast,???,523150020,,3122,,107,0,107,0,107,0,107,0,107,0,107,0,107,-25,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Southeast,Knight Diallos,523140020,,3122,,107,0,107,0,107,0,107,0,107,0,107,0,107,-25,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Southwest,Albinauric Frog,34700020,,559,,107,-10,107,10,107,-10,107,-10,107,0,107,20,107,-20,107,-40,,Immune,324,176,176,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Southwest,Finger Reader Crone,21601020,,2043,,107,0,107,0,107,0,107,0,107,0,107,-20,107,0,107,0,,235,235,235,235,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Gate Town Southwest,Raya Lucaria Soldier,43122020,,435,,107,0,107,0,107,10,107,-10,107,20,107,0,107,-20,107,0,,176,176,235,235,235,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Highway Lookout Tower,Wandering Noble,43000320,,192,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,Immune,Immune,Immune,Immune,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Highway Lookout Tower,Wandering Noble,43001120,,192,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,Immune,Immune,Immune,Immune,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Liurnia of the Lakes - Highway Lookout Tower,Wandering Noble,43002220,,192,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,Immune,Immune,Immune,Immune,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance","D, Hunter of the Dead",533190020,,8291,,106,0,106,0,106,0,106,0,106,0,106,0,106,-25,106,0,,104,104,104,104,1046,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Iron Fist Alexander (Cracked),44909620,,1459,,111,10,111,-40,111,35,111,35,111,0,111,20,111,20,111,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Jar Bairn,44919020,,1565,,107,10,107,-40,107,35,107,35,107,0,107,20,107,20,107,20,,Immune,Immune,Immune,Immune,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Jar Bairn,44919120,,2558,,113,10,113,-40,113,35,113,35,113,0,113,20,113,20,113,20,,Immune,Immune,Immune,Immune,182,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Jar Bairn,44919220,,2558,,113,10,113,-40,113,35,113,35,113,0,113,20,113,20,113,20,,Immune,Immune,Immune,Immune,182,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Living Pot,44910720,,339,,107,73,107,58,107,80.5,107,80.5,107,70,107,76,107,76,107,76,,Immune,Immune,Immune,Immune,176,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Living Pot (Large),44908320,,1017,,107,73,107,58,107,80.5,107,80.5,107,70,107,76,107,76,107,76,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Living Pot (Large),44908420,,1017,,107,73,107,58,107,80.5,107,80.5,107,70,107,76,107,76,107,76,,Immune,Immune,Immune,Immune,235,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Liurnia of the Lakes - Jarburg, Divine Tower of Liurnia Entrance",Potentate Diallos,523140120,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
